Error loading layout at './core/test-layouts': Path './core/test-layouts' either doesn't exist or is not a directory
Error loading layout from './layouts/test': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-gen': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-best': Is a directory (os error 21)
Error loading layout from './layouts/long-run': Is a directory (os error 21)
> MCTS: 30 positions, 2400s rollouts, exploration=1.41, tree depth=all 30, policy=[SA { initial_temp: 10.0, final_temp: 1e-5, iterations: 1000 }]

  3.47K rollouts | best: -2.41T | avg: -28.6T | 24 rollouts/s | 145.8s elapsed   
  3.49K rollouts | best: -2.41T | avg: -28.7T | 24 rollouts/s | 146.6s elapsed   
  3.51K rollouts | best: -2.41T | avg: -28.8T | 24 rollouts/s | 147.5s elapsed   
  3.53K rollouts | best: -2.41T | avg: -29.0T | 24 rollouts/s | 148.3s elapsed   
  3.55K rollouts | best: -2.41T | avg: -29.1T | 24 rollouts/s | 149.2s elapsed   
  3.57K rollouts | best: -2.41T | avg: -29.2T | 24 rollouts/s | 150.0s elapsed   
  3.59K rollouts | best: -2.41T | avg: -29.3T | 24 rollouts/s | 150.8s elapsed   
  3.61K rollouts | best: -2.41T | avg: -29.4T | 24 rollouts/s | 151.7s elapsed   
  3.63K rollouts | best: -2.41T | avg: -29.6T | 24 rollouts/s | 152.5s elapsed   
  3.65K rollouts | best: -2.41T | avg: -29.7T | 24 rollouts/s | 153.3s elapsed   
  3.67K rollouts | best: -2.41T | avg: -29.8T | 24 rollouts/s | 154.2s elapsed   
  3.69K rollouts | best: -2.41T | avg: -30.0T | 24 rollouts/s | 155.0s elapsed   
  3.71K rollouts | best: -2.41T | avg: -30.1T | 24 rollouts/s | 155.9s elapsed   
  3.73K rollouts | best: -2.41T | avg: -30.3T | 24 rollouts/s | 156.7s elapsed   
  3.75K rollouts | best: -2.41T | avg: -30.4T | 24 rollouts/s | 157.5s elapsed   
  3.77K rollouts | best: -2.41T | avg: -30.6T | 24 rollouts/s | 158.4s elapsed   
  3.79K rollouts | best: -2.41T | avg: -30.7T | 24 rollouts/s | 159.2s elapsed   
