Error loading layout at './core/test-layouts': Path './core/test-layouts' either doesn't exist or is not a directory
Error loading layout from './layouts/test': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-gen': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-best': Is a directory (os error 21)
Error loading layout from './layouts/long-run': Is a directory (os error 21)
> Dual annealing: 30 positions, 2400s iters, qv=2.62, max_swaps=8, local=[SA { initial_temp: 0.001, final_temp: 1e-7, iterations: 1000 }, Greedy]

  iter 639 | restarts: 0 | current: -1.38T | best: -1.09T | 2.7/s | 236.8s   
  iter 643 | restarts: 0 | current: -3.43T | best: -1.09T | 2.7/s | 237.4s   
  iter 646 | restarts: 0 | current: -1.50T | best: -1.09T | 2.7/s | 237.9s   
  iter 648 | restarts: 0 | current: -1.23T | best: -1.09T | 2.7/s | 239.9s   
  iter 649 | restarts: 0 | current: -1.22T | best: -1.09T | 2.7/s | 241.1s   
  iter 652 | restarts: 0 | current: -1.25T | best: -1.09T | 2.7/s | 243.0s   
  iter 655 | restarts: 0 | current: -1.45T | best: -1.09T | 2.7/s | 243.9s   
  iter 661 | restarts: 0 | current: -1.22T | best: -1.09T | 2.7/s | 244.7s   
  iter 664 | restarts: 0 | current: -1.28T | best: -1.09T | 2.7/s | 246.4s   
  iter 665 | restarts: 0 | current: -1.20T | best: -1.09T | 2.7/s | 247.2s   
  iter 666 | restarts: 0 | current: -1.27T | best: -1.09T | 2.7/s | 247.9s   
  iter 667 | restarts: 0 | current: -1.27T | best: -1.09T | 2.7/s | 248.6s   
  iter 672 | restarts: 0 | current: -1.28T | best: -1.09T | 2.7/s | 250.3s   
  iter 673 | restarts: 0 | current: -1.32T | best: -1.09T | 2.7/s | 250.8s   
  iter 674 | restarts: 0 | current: -1.29T | best: -1.09T | 2.7/s | 251.7s   
  iter 677 | restarts: 0 | current: -2.21T | best: -1.09T | 2.7/s | 252.3s   
  iter 680 | restarts: 0 | current: -1.41T | best: -1.09T | 2.7/s | 253.1s   
  iter 683 | restarts: 0 | current: -1.24T | best: -1.09T | 2.7/s | 254.2s   
  iter 684 | restarts: 0 | current: -1.24T | best: -1.09T | 2.7/s | 255.3s   
  iter 685 | restarts: 0 | current: -1.33T | best: -1.09T | 2.7/s | 256.5s   
  iter 687 | restarts: 0 | current: -1.33T | best: -1.09T | 2.7/s | 257.3s   
  iter 692 | restarts: 0 | current: -1.38T | best: -1.09T | 2.7/s | 259.3s   
  iter 695 | restarts: 0 | current: -1.32T | best: -1.09T | 2.7/s | 260.0s   
  iter 698 | restarts: 0 | current: -1.31T | best: -1.09T | 2.7/s | 260.7s   
  iter 699 | restarts: 0 | current: -1.39T | best: -1.09T | 2.7/s | 261.4s   
  iter 700 | restarts: 0 | current: -1.38T | best: -1.09T | 2.7/s | 262.4s   
  iter 703 | restarts: 0 | current: -1.36T | best: -1.09T | 2.7/s | 263.6s   
  iter 709 | restarts: 0 | current: -1.29T | best: -1.09T | 2.7/s | 264.2s   
  iter 712 | restarts: 0 | current: -1.29T | best: -1.09T | 2.7/s | 264.8s   
  iter 714 | restarts: 0 | current: -1.29T | best: -1.09T | 2.7/s | 265.4s   
  iter 715 | restarts: 0 | current: -1.29T | best: -1.09T | 2.7/s | 265.9s   
  iter 719 | restarts: 0 | current: -1.27T | best: -1.09T | 2.7/s | 267.0s   
  iter 723 | restarts: 0 | current: -1.26T | best: -1.09T | 2.7/s | 267.9s   
  iter 727 | restarts: 0 | current: -1.31T | best: -1.09T | 2.7/s | 269.2s   
  iter 728 | restarts: 0 | current: -1.29T | best: -1.09T | 2.7/s | 269.7s   
  iter 732 | restarts: 0 | current: -1.23T | best: -1.09T | 2.7/s | 270.4s   
  iter 735 | restarts: 0 | current: -1.29T | best: -1.09T | 2.7/s | 271.4s   
  iter 737 | restarts: 0 | current: -1.29T | best: -1.09T | 2.7/s | 272.3s   
  iter 740 | restarts: 0 | current: -1.31T | best: -1.09T | 2.7/s | 273.4s   
  iter 742 | restarts: 0 | current: -1.26T | best: -1.09T | 2.7/s | 274.3s   
  iter 745 | restarts: 0 | current: -1.78T | best: -1.09T | 2.7/s | 274.8s   
  iter 748 | restarts: 0 | current: -1.30T | best: -1.09T | 2.7/s | 276.2s   
  iter 751 | restarts: 0 | current: -1.48T | best: -1.09T | 2.7/s | 277.3s   
  iter 754 | restarts: 0 | current: -1.29T | best: -1.09T | 2.7/s | 278.6s   
  iter 756 | restarts: 0 | current: -1.28T | best: -1.09T | 2.7/s | 279.7s   
  iter 758 | restarts: 0 | current: -1.31T | best: -1.09T | 2.7/s | 280.5s   
